jw-409|help them realize you know something that they didn't|help them realize you know something that they didn't
jw-385|teed up because of me you know the songs that they're singing are you know songs|teed up because of me you know the songs that they're singing are you know songs
jw-706|realize before about life throughout life is always gonna be a lot of|realize before about life throughout life is always gonna be a lot of
jw-10|come back home and feel the love and spread love it's one of the best|come back home and feel the love and spread love it's one of the best
jw-195|come back home and feel the love and spread love it's one of the best|come back home and feel the love and spread love it's one of the best
jw-685|emotions you know like it was never not in my conscience in my head to tell me|emotions you know like it was never not in my conscience in my head to tell me
jw-329|as long as you work hard give it your all and don't listen to what anybody got|as long as you work hard give it your all and don't listen to what anybody got
jw-570|teed up because of me you know the songs that they're singing are you know songs|teed up because of me you know the songs that they're singing are you know songs
jw-779|help them realize you know something that they didn't|help them realize you know something that they didn't
jw-513|i want to tell you that you could do anything you put your mind to a period|i want to tell you that you could do anything you put your mind to a period
jw-468|through as well as me trying to figure it out myself today i still thank god|through as well as me trying to figure it out myself today i still thank god
jw-340|and make sure that you know that we're all human beings we all on the same|and make sure that you know that we're all human beings we all on the same
jw-771|things that i do and to change the world the way that i can before i get up out|things that i do and to change the world the way that i can before i get up out
jw-324|substance abuse you got you know there's a lot of issues in the world to talk|substance abuse you got you know there's a lot of issues in the world to talk
jw-846|i want to tell you that you could do anything you put your mind to a period|i want to tell you that you could do anything you put your mind to a period
jw-559|discouraging people that you know use the word can't and try to hold you back|discouraging people that you know use the word can't and try to hold you back
jw-687|helps the situation pass i also make music talking about certain subjects|helps the situation pass i also make music talking about certain subjects
jw-770|far as the way i make music the way god made me the way god wired me to do the|far as the way i make music the way god made me the way god wired me to do the
jw-114|realize before about life throughout life is always gonna be a lot of|realize before about life throughout life is always gonna be a lot of
jw-388|no filter in my head like would it be not cool to talk about your|no filter in my head like would it be not cool to talk about your
jw-755|teed up because of me you know the songs that they're singing are you know songs|teed up because of me you know the songs that they're singing are you know songs
jw-558|realize before about life throughout life is always gonna be a lot of|realize before about life throughout life is always gonna be a lot of
jw-533|teed up because of me you know the songs that they're singing are you know songs|teed up because of me you know the songs that they're singing are you know songs
jw-508|issues to talk about after that heartbreak right you got anxiety you got|issues to talk about after that heartbreak right you got anxiety you got
jw-811|to say it's your world you could do what you want oh bro|to say it's your world you could do what you want oh bro
jw-662|as long as you work hard give it your all and don't listen to what anybody got|as long as you work hard give it your all and don't listen to what anybody got
jw-611|emotions you know like it was never not in my conscience in my head to tell me|emotions you know like it was never not in my conscience in my head to tell me
jw-486|but you just gotta stay true to yourself|but you just gotta stay true to yourself
jw-280|helps the situation pass i also make music talking about certain subjects|helps the situation pass i also make music talking about certain subjects
jw-833|emotions you know like it was never not in my conscience in my head to tell me|emotions you know like it was never not in my conscience in my head to tell me
jw-320|through as well as me trying to figure it out myself today i still thank god|through as well as me trying to figure it out myself today i still thank god
jw-425|no filter in my head like would it be not cool to talk about your|no filter in my head like would it be not cool to talk about your
jw-816|help them realize you know something that they didn't|help them realize you know something that they didn't
jw-695|about i know music is just a beautiful thing like like i love myself so much as|about i know music is just a beautiful thing like like i love myself so much as
jw-467|me talking about certain things can help somebody else do what they're going|me talking about certain things can help somebody else do what they're going
jw-111|one thing that my mom um instilled in me can't forget to give back no matter what|one thing that my mom um instilled in me can't forget to give back no matter what
jw-506|for everything that you know he's put in front of me|for everything that you know he's put in front of me
jw-386|that came from me i love you all too we're back home so you know it's big|that came from me i love you all too we're back home so you know it's big
jw-635|and make sure that you know you're aware of your potential|and make sure that you know you're aware of your potential
jw-452|earth so with that being said you can achieve anything if not more than what|earth so with that being said you can achieve anything if not more than what
jw-617|for everything that you know he's put in front of me|for everything that you know he's put in front of me
jw-845|things that i do and to change the world the way that i can before i get up out|things that i do and to change the world the way that i can before i get up out
jw-427|not to do that going through some music not only is something that kind of|not to do that going through some music not only is something that kind of
jw-590|period always remember that i love every single|period always remember that i love every single
jw-336|realize before about life throughout life is always gonna be a lot of|realize before about life throughout life is always gonna be a lot of
jw-494|the energy of the crowd it felt crazy you know be me a performance and i think|the energy of the crowd it felt crazy you know be me a performance and i think
jw-762|because i know that i'm not the only one going through you know what's happening|because i know that i'm not the only one going through you know what's happening
jw-580|for everything that you know he's put in front of me|for everything that you know he's put in front of me
jw-619|issues to talk about after that heartbreak right you got anxiety you got|issues to talk about after that heartbreak right you got anxiety you got
jw-475|things that i do and to change the world the way that i can before i get up out|things that i do and to change the world the way that i can before i get up out
jw-442|period always remember that i love every single|period always remember that i love every single
jw-360|issues to talk about after that heartbreak right you got anxiety you got|issues to talk about after that heartbreak right you got anxiety you got
jw-379|you see other people achieving and that's facts it always feels good to|you see other people achieving and that's facts it always feels good to
jw-2|help them realize you know something that they didn't|help them realize you know something that they didn't
jw-677|feelings every show i give my all times i enjoy myself the most is when i'm|feelings every show i give my all times i enjoy myself the most is when i'm
jw-787|come back home and feel the love and spread love it's one of the best|come back home and feel the love and spread love it's one of the best
jw-139|substance abuse you got you know there's a lot of issues in the world to talk|substance abuse you got you know there's a lot of issues in the world to talk
jw-806|about i know music is just a beautiful thing like like i love myself so much as|about i know music is just a beautiful thing like like i love myself so much as
jw-131|not to do that going through some music not only is something that kind of|not to do that going through some music not only is something that kind of
jw-631|help them realize you know something that they didn't|help them realize you know something that they didn't
jw-260|you things i say i say on purpose for people to look deeper into and maybe to|you things i say i say on purpose for people to look deeper into and maybe to
jw-76|help them realize you know something that they didn't|help them realize you know something that they didn't
jw-765|for everything that you know he's put in front of me|for everything that you know he's put in front of me
jw-404|to say it's your world you could do what you want oh bro|to say it's your world you could do what you want oh bro
jw-809|i want to tell you that you could do anything you put your mind to a period|i want to tell you that you could do anything you put your mind to a period
jw-604|recording and when i'm performing my first tour and i just remember seeing|recording and when i'm performing my first tour and i just remember seeing
jw-501|not to do that going through some music not only is something that kind of|not to do that going through some music not only is something that kind of
jw-649|not to do that going through some music not only is something that kind of|not to do that going through some music not only is something that kind of
jw-343|come back home and feel the love and spread love it's one of the best|come back home and feel the love and spread love it's one of the best
jw-365|i want to tell you that you could do anything you put your mind to a period|i want to tell you that you could do anything you put your mind to a period
jw-481|one thing that my mom um instilled in me can't forget to give back no matter what|one thing that my mom um instilled in me can't forget to give back no matter what
jw-221|last one of y'all everybody get home safe game game|last one of y'all everybody get home safe game game
jw-215|far as the way i make music the way god made me the way god wired me to do the|far as the way i make music the way god made me the way god wired me to do the
jw-674|earth so with that being said you can achieve anything if not more than what|earth so with that being said you can achieve anything if not more than what
jw-638|you see other people achieving and that's facts it always feels good to|you see other people achieving and that's facts it always feels good to
jw-497|that came from me i love you all too we're back home so you know it's big|that came from me i love you all too we're back home so you know it's big
jw-627|period always remember that i love every single|period always remember that i love every single
jw-574|emotions you know like it was never not in my conscience in my head to tell me|emotions you know like it was never not in my conscience in my head to tell me
jw-480|last one of y'all everybody get home safe game game|last one of y'all everybody get home safe game game
jw-138|issues to talk about after that heartbreak right you got anxiety you got|issues to talk about after that heartbreak right you got anxiety you got
jw-15|teed up because of me you know the songs that they're singing are you know songs|teed up because of me you know the songs that they're singing are you know songs
jw-364|things that i do and to change the world the way that i can before i get up out|things that i do and to change the world the way that i can before i get up out
jw-60|me talking about certain things can help somebody else do what they're going|me talking about certain things can help somebody else do what they're going
jw-80|and make sure that you know you're aware of your potential|and make sure that you know you're aware of your potential
jw-527|you see other people achieving and that's facts it always feels good to|you see other people achieving and that's facts it always feels good to
jw-377|and make sure that you know that we're all human beings we all on the same|and make sure that you know that we're all human beings we all on the same
jw-375|but you just gotta stay true to yourself|but you just gotta stay true to yourself
jw-99|for everything that you know he's put in front of me|for everything that you know he's put in front of me
jw-109|period always remember that i love every single|period always remember that i love every single
jw-718|teed up because of me you know the songs that they're singing are you know songs|teed up because of me you know the songs that they're singing are you know songs
jw-679|the energy of the crowd it felt crazy you know be me a performance and i think|the energy of the crowd it felt crazy you know be me a performance and i think
jw-745|but you just gotta stay true to yourself|but you just gotta stay true to yourself
jw-726|me talking about certain things can help somebody else do what they're going|me talking about certain things can help somebody else do what they're going
jw-849|period always remember that i love every single|period always remember that i love every single
jw-7|and make sure that you know that we're all human beings we all on the same|and make sure that you know that we're all human beings we all on the same
jw-397|issues to talk about after that heartbreak right you got anxiety you got|issues to talk about after that heartbreak right you got anxiety you got
jw-1|you things i say i say on purpose for people to look deeper into and maybe to|you things i say i say on purpose for people to look deeper into and maybe to
jw-48|feelings every show i give my all times i enjoy myself the most is when i'm|feelings every show i give my all times i enjoy myself the most is when i'm
jw-370|one thing that my mom um instilled in me can't forget to give back no matter what|one thing that my mom um instilled in me can't forget to give back no matter what
jw-119|earth so with that being said you can achieve anything if not more than what|earth so with that being said you can achieve anything if not more than what
jw-696|far as the way i make music the way god made me the way god wired me to do the|far as the way i make music the way god made me the way god wired me to do the
jw-84|come back home and feel the love and spread love it's one of the best|come back home and feel the love and spread love it's one of the best
jw-420|the energy of the crowd it felt crazy you know be me a performance and i think|the energy of the crowd it felt crazy you know be me a performance and i think
jw-824|come back home and feel the love and spread love it's one of the best|come back home and feel the love and spread love it's one of the best
jw-654|for everything that you know he's put in front of me|for everything that you know he's put in front of me
jw-301|but you just gotta stay true to yourself|but you just gotta stay true to yourself
jw-569|to myself i'm like wow all these kids are really here just|to myself i'm like wow all these kids are really here just
jw-31|things that i do and to change the world the way that i can before i get up out|things that i do and to change the world the way that i can before i get up out
jw-632|realize before about life throughout life is always gonna be a lot of|realize before about life throughout life is always gonna be a lot of
jw-693|issues to talk about after that heartbreak right you got anxiety you got|issues to talk about after that heartbreak right you got anxiety you got
jw-571|that came from me i love you all too we're back home so you know it's big|that came from me i love you all too we're back home so you know it's big
jw-529|feelings every show i give my all times i enjoy myself the most is when i'm|feelings every show i give my all times i enjoy myself the most is when i'm
jw-321|for everything that you know he's put in front of me|for everything that you know he's put in front of me
jw-640|feelings every show i give my all times i enjoy myself the most is when i'm|feelings every show i give my all times i enjoy myself the most is when i'm
jw-789|recording and when i'm performing my first tour and i just remember seeing|recording and when i'm performing my first tour and i just remember seeing
jw-300|discouraging people that you know use the word can't and try to hold you back|discouraging people that you know use the word can't and try to hold you back
jw-37|one thing that my mom um instilled in me can't forget to give back no matter what|one thing that my mom um instilled in me can't forget to give back no matter what
jw-125|to myself i'm like wow all these kids are really here just|to myself i'm like wow all these kids are really here just
jw-26|materialistic money stuff don't really mean nothing like there's still other|materialistic money stuff don't really mean nothing like there's still other
jw-608|that came from me i love you all too we're back home so you know it's big|that came from me i love you all too we're back home so you know it's big
jw-161|the energy of the crowd it felt crazy you know be me a performance and i think|the energy of the crowd it felt crazy you know be me a performance and i think
jw-492|feelings every show i give my all times i enjoy myself the most is when i'm|feelings every show i give my all times i enjoy myself the most is when i'm
jw-163|teed up because of me you know the songs that they're singing are you know songs|teed up because of me you know the songs that they're singing are you know songs
jw-264|but you just gotta stay true to yourself|but you just gotta stay true to yourself
jw-66|about i know music is just a beautiful thing like like i love myself so much as|about i know music is just a beautiful thing like like i love myself so much as
jw-393|me talking about certain things can help somebody else do what they're going|me talking about certain things can help somebody else do what they're going
jw-331|period always remember that i love every single|period always remember that i love every single
jw-254|i want to tell you that you could do anything you put your mind to a period|i want to tell you that you could do anything you put your mind to a period
jw-466|because i know that i'm not the only one going through you know what's happening|because i know that i'm not the only one going through you know what's happening
jw-804|issues to talk about after that heartbreak right you got anxiety you got|issues to talk about after that heartbreak right you got anxiety you got
jw-434|issues to talk about after that heartbreak right you got anxiety you got|issues to talk about after that heartbreak right you got anxiety you got
jw-826|recording and when i'm performing my first tour and i just remember seeing|recording and when i'm performing my first tour and i just remember seeing
jw-115|discouraging people that you know use the word can't and try to hold you back|discouraging people that you know use the word can't and try to hold you back
jw-793|that came from me i love you all too we're back home so you know it's big|that came from me i love you all too we're back home so you know it's big
jw-275|that came from me i love you all too we're back home so you know it's big|that came from me i love you all too we're back home so you know it's big
jw-593|you things i say i say on purpose for people to look deeper into and maybe to|you things i say i say on purpose for people to look deeper into and maybe to
jw-117|and make sure that you know you're aware of your potential|and make sure that you know you're aware of your potential
jw-22|because i know that i'm not the only one going through you know what's happening|because i know that i'm not the only one going through you know what's happening
jw-446|help them realize you know something that they didn't|help them realize you know something that they didn't
jw-537|emotions you know like it was never not in my conscience in my head to tell me|emotions you know like it was never not in my conscience in my head to tell me
jw-737|to say it's your world you could do what you want oh bro|to say it's your world you could do what you want oh bro
jw-710|and make sure that you know that we're all human beings we all on the same|and make sure that you know that we're all human beings we all on the same
jw-782|but you just gotta stay true to yourself|but you just gotta stay true to yourself
jw-763|me talking about certain things can help somebody else do what they're going|me talking about certain things can help somebody else do what they're going
jw-65|substance abuse you got you know there's a lot of issues in the world to talk|substance abuse you got you know there's a lot of issues in the world to talk
jw-44|and make sure that you know that we're all human beings we all on the same|and make sure that you know that we're all human beings we all on the same
jw-24|through as well as me trying to figure it out myself today i still thank god|through as well as me trying to figure it out myself today i still thank god
jw-717|to myself i'm like wow all these kids are really here just|to myself i'm like wow all these kids are really here just
jw-14|to myself i'm like wow all these kids are really here just|to myself i'm like wow all these kids are really here just
jw-330|to say it's your world you could do what you want oh bro|to say it's your world you could do what you want oh bro
jw-473|about i know music is just a beautiful thing like like i love myself so much as|about i know music is just a beautiful thing like like i love myself so much as
jw-528|come back home and feel the love and spread love it's one of the best|come back home and feel the love and spread love it's one of the best
jw-830|that came from me i love you all too we're back home so you know it's big|that came from me i love you all too we're back home so you know it's big
jw-11|feelings every show i give my all times i enjoy myself the most is when i'm|feelings every show i give my all times i enjoy myself the most is when i'm
jw-122|feelings every show i give my all times i enjoy myself the most is when i'm|feelings every show i give my all times i enjoy myself the most is when i'm
jw-790|the energy of the crowd it felt crazy you know be me a performance and i think|the energy of the crowd it felt crazy you know be me a performance and i think
jw-613|helps the situation pass i also make music talking about certain subjects|helps the situation pass i also make music talking about certain subjects
jw-392|because i know that i'm not the only one going through you know what's happening|because i know that i'm not the only one going through you know what's happening
jw-686|not to do that going through some music not only is something that kind of|not to do that going through some music not only is something that kind of
jw-371|you things i say i say on purpose for people to look deeper into and maybe to|you things i say i say on purpose for people to look deeper into and maybe to
jw-502|helps the situation pass i also make music talking about certain subjects|helps the situation pass i also make music talking about certain subjects
jw-308|recording and when i'm performing my first tour and i just remember seeing|recording and when i'm performing my first tour and i just remember seeing
jw-179|things that i do and to change the world the way that i can before i get up out|things that i do and to change the world the way that i can before i get up out
jw-186|you things i say i say on purpose for people to look deeper into and maybe to|you things i say i say on purpose for people to look deeper into and maybe to
jw-563|earth so with that being said you can achieve anything if not more than what|earth so with that being said you can achieve anything if not more than what
jw-258|last one of y'all everybody get home safe game game|last one of y'all everybody get home safe game game
jw-740|one thing that my mom um instilled in me can't forget to give back no matter what|one thing that my mom um instilled in me can't forget to give back no matter what
jw-167|emotions you know like it was never not in my conscience in my head to tell me|emotions you know like it was never not in my conscience in my head to tell me
jw-741|you things i say i say on purpose for people to look deeper into and maybe to|you things i say i say on purpose for people to look deeper into and maybe to
jw-327|things that i do and to change the world the way that i can before i get up out|things that i do and to change the world the way that i can before i get up out
jw-207|because i know that i'm not the only one going through you know what's happening|because i know that i'm not the only one going through you know what's happening
jw-742|help them realize you know something that they didn't|help them realize you know something that they didn't
jw-432|for everything that you know he's put in front of me|for everything that you know he's put in front of me
jw-727|through as well as me trying to figure it out myself today i still thank god|through as well as me trying to figure it out myself today i still thank god
jw-287|substance abuse you got you know there's a lot of issues in the world to talk|substance abuse you got you know there's a lot of issues in the world to talk
jw-704|you things i say i say on purpose for people to look deeper into and maybe to|you things i say i say on purpose for people to look deeper into and maybe to
jw-159|feelings every show i give my all times i enjoy myself the most is when i'm|feelings every show i give my all times i enjoy myself the most is when i'm
jw-213|substance abuse you got you know there's a lot of issues in the world to talk|substance abuse you got you know there's a lot of issues in the world to talk
jw-313|love for chicago i never really had nothing to hide like it was never really|love for chicago i never really had nothing to hide like it was never really
jw-57|not to do that going through some music not only is something that kind of|not to do that going through some music not only is something that kind of
jw-103|about i know music is just a beautiful thing like like i love myself so much as|about i know music is just a beautiful thing like like i love myself so much as
jw-356|me talking about certain things can help somebody else do what they're going|me talking about certain things can help somebody else do what they're going
jw-496|teed up because of me you know the songs that they're singing are you know songs|teed up because of me you know the songs that they're singing are you know songs
jw-137|materialistic money stuff don't really mean nothing like there's still other|materialistic money stuff don't really mean nothing like there's still other
jw-777|one thing that my mom um instilled in me can't forget to give back no matter what|one thing that my mom um instilled in me can't forget to give back no matter what
jw-507|materialistic money stuff don't really mean nothing like there's still other|materialistic money stuff don't really mean nothing like there's still other
jw-268|you see other people achieving and that's facts it always feels good to|you see other people achieving and that's facts it always feels good to
